day,month,year,waterbody,site,depth,reps,variable,value
10,7,2017,warwick,6,int,1,filter_vol,200
10,7,2017,warwick,p,int,1,phyco_rfu,534.07
10,7,2017,warwick,p,int,2,phyco_rfu,521.7
10,7,2017,warwick,p,int,3,phyco_rfu,518.44
10,7,2017,warwick,p,int,1,filter_vol,200
12,7,2017,yawgoo,blank,int,1,blank,499.08
12,7,2017,yawgoo,blank,int,2,blank,508.55
12,7,2017,yawgoo,1,int,1,phyco_rfu,514.08
12,7,2017,yawgoo,1,int,2,phyco_rfu,521.89
12,7,2017,yawgoo,1,int,1,filter_vol,400
12,7,2017,yawgoo,2,int,1,phyco_rfu,524.48
12,7,2017,yawgoo,2,int,2,phyco_rfu,536.18
12,7,2017,yawgoo,2,int,1,filter_vol,400
12,7,2017,yawgoo,3,int,1,phyco_rfu,537.66
12,7,2017,yawgoo,3,int,2,phyco_rfu,538.34
12,7,2017,yawgoo,3,int,1,filter_vol,400
12,7,2017,yawgoo,4,int,1,phyco_rfu,541.04
12,7,2017,yawgoo,4,int,2,phyco_rfu,538.97
12,7,2017,yawgoo,4,int,1,filter_vol,400
12,7,2017,yawgoo,5,int,1,phyco_rfu,524.3
12,7,2017,yawgoo,5,int,2,phyco_rfu,532.28
12,7,2017,yawgoo,5,int,1,filter_vol,400
12,7,2017,yawgoo,6,int,1,phyco_rfu,525.42
12,7,2017,yawgoo,6,int,2,phyco_rfu,518.83
12,7,2017,yawgoo,6,int,1,filter_vol,400
12,7,2017,yawgoo,p,int,1,phyco_rfu,527.01
12,7,2017,yawgoo,p,int,2,phyco_rfu,534.05
12,7,2017,yawgoo,p,int,3,phyco_rfu,519.26
12,7,2017,yawgoo,p,int,1,filter_vol,400
12,7,2017,warwick,blank,int,1,blank,509.51
12,7,2017,warwick,blank,int,2,blank,514.38
12,7,2017,warwick,1,int,1,phyco_rfu,526.18
12,7,2017,warwick,1,int,2,phyco_rfu,524.99
12,7,2017,warwick,1,int,1,filter_vol,200
12,7,2017,warwick,2,int,1,phyco_rfu,522.48
12,7,2017,warwick,2,int,2,phyco_rfu,526.73
12,7,2017,warwick,2,int,1,filter_vol,200
12,7,2017,warwick,3,int,1,phyco_rfu,519.79
12,7,2017,warwick,3,int,2,phyco_rfu,522.41
12,7,2017,warwick,3,int,1,filter_vol,200
12,7,2017,warwick,4,int,1,phyco_rfu,519.63
12,7,2017,warwick,4,int,2,phyco_rfu,516.49
12,7,2017,warwick,4,int,1,filter_vol,200
12,7,2017,warwick,5,int,1,phyco_rfu,508.19
12,7,2017,warwick,5,int,2,phyco_rfu,524.11
12,7,2017,warwick,5,int,1,filter_vol,200
12,7,2017,warwick,6,int,1,phyco_rfu,518.12
12,7,2017,warwick,6,int,2,phyco_rfu,512
12,7,2017,warwick,6,int,1,filter_vol,200
12,7,2017,warwick,p,int,1,phyco_rfu,517.73
12,7,2017,warwick,p,int,2,phyco_rfu,523.1
12,7,2017,warwick,p,int,3,phyco_rfu,522.69
12,7,2017,warwick,p,int,1,filter_vol,200
17,7,2017,yawgoo,blank,int,1,blank,511.12
17,7,2017,yawgoo,blank,int,2,blank,523.66
17,7,2017,yawgoo,1,int,1,phyco_rfu,535.16
17,7,2017,yawgoo,1,int,2,phyco_rfu,532.42
17,7,2017,yawgoo,1,int,1,filter_vol,400
17,7,2017,yawgoo,2,int,1,phyco_rfu,528.88
17,7,2017,yawgoo,2,int,2,phyco_rfu,532.34
17,7,2017,yawgoo,2,int,1,filter_vol,400
17,7,2017,yawgoo,3,int,1,phyco_rfu,527.18
17,7,2017,yawgoo,3,int,2,phyco_rfu,523.78
17,7,2017,yawgoo,3,int,1,filter_vol,400
